,CONEXION,SECTOR,CDESTIPSER,MES,AÑO,CATEGORIA,fecha_inicio,hora_inicio,fecha_fin,hora_fin,latitud,longitud,fecha_hora_inicio,fecha_hora_fin,tiempo_resta
307,2454343,S55,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-30,1960-01-01 09:40:00,2025-02-02,1960-01-01 13:51:05.468,-6.500832070309283,-76.38777994873533,2025-01-30 09:40:00-01:00,2025-02-02 13:51:05.468000-01:00,3
309,2609389,S55,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-17,1960-01-01 07:05:00,2025-12-20,1960-01-01 08:33:31.724,-6.501908680732983,-76.35155745880753,2025-12-17 07:05:00-01:00,2025-12-20 08:33:31.724000-01:00,3
310,2145122,S55,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-16,1960-01-01 16:32:00,2025-12-19,1960-01-01 06:42:05.250,-6.489758229365052,-76.37524139452955,2025-12-16 16:32:00-01:00,2025-12-19 06:42:05.250000-01:00,2
311,2609478,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 12:38:00,2025-02-16,1960-01-01 14:04:20.404,-6.479606994604585,-76.39644857880351,2025-02-15 12:38:00-01:00,2025-02-16 14:04:20.404000-01:00,1
312,2543816,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-18,1960-01-01 13:20:00,2025-02-20,1960-01-01 23:13:42.288,-6.483144569317247,-76.38391002459774,2025-02-18 13:20:00-01:00,2025-02-20 23:13:42.288000-01:00,2
313,3004211,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 18:39:00,2025-02-18,1960-01-01 22:20:18.512,-6.478222719485261,-76.38607718211479,2025-02-15 18:39:00-01:00,2025-02-18 22:20:18.512000-01:00,3
314,2822404,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-18,1960-01-01 04:28:00,2025-02-19,1960-01-01 17:22:42.288,-6.486835925163391,-76.37771814597761,2025-02-18 04:28:00-01:00,2025-02-19 17:22:42.288000-01:00,1
315,2144849,S55,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-22,1960-01-01 18:16:00,2025-10-24,1960-01-01 07:00:11.536,-6.484836444102376,-76.37462220666755,2025-10-22 18:16:00-01:00,2025-10-24 07:00:11.536000-01:00,1
316,2550354,S55,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 06:52:00,2025-02-18,1960-01-01 07:08:23.468,-6.474223681144331,-76.36022608887572,2025-02-15 06:52:00-01:00,2025-02-18 07:08:23.468000-01:00,3
319,448516,S70,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-25,1960-01-01 11:48:00,2025-11-27,1960-01-01 13:18:39.812,-6.486374507161099,-76.35728494653115,2025-11-25 11:48:00-01:00,2025-11-27 13:18:39.812000-01:00,2
320,521443,S70,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-09,1960-01-01 10:31:00,2025-04-12,1960-01-01 09:11:49.100,-6.509906285962004,-76.36904951590942,2025-04-09 10:31:00-01:00,2025-04-12 09:11:49.100000-01:00,2
321,2488715,S70,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-19,1960-01-01 03:02:00,2025-11-22,1960-01-01 08:51:06.286,-6.508060696056033,-76.37199065825398,2025-11-19 03:02:00-01:00,2025-11-22 08:51:06.286000-01:00,3
322,445481,S70,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-08,1960-01-01 18:21:00,2025-08-12,1960-01-01 08:37:12.866,-6.474685110262102,-76.39459101521747,2025-08-08 18:21:00-01:00,2025-08-12 08:37:12.866000-01:00,3
323,1638087,S70,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-23,1960-01-01 17:49:00,2025-01-25,1960-01-01 04:03:49.618,-6.491911495296407,-76.37214545521948,2025-01-23 17:49:00-01:00,2025-01-25 04:03:49.618000-01:00,1
324,2638149,S70,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-19,1960-01-01 02:27:00,2025-02-22,1960-01-01 15:58:43.300,-6.4737622516048585,-76.39443621825197,2025-02-19 02:27:00-01:00,2025-02-22 15:58:43.300000-01:00,3
325,525518,S70,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-21,1960-01-01 09:04:00,2025-02-23,1960-01-01 00:42:19.974,-6.469455555573035,-76.3639412160478,2025-02-21 09:04:00-01:00,2025-02-23 00:42:19.974000-01:00,1
326,2366018,S70,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-04,1960-01-01 21:37:00,2025-09-07,1960-01-01 03:27:35.536,-6.514981623218793,-76.36997829770243,2025-09-04 21:37:00-01:00,2025-09-07 03:27:35.536000-01:00,2
328,2233790,S70,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-04,1960-01-01 10:02:00,2025-04-08,1960-01-01 09:31:40.252,-6.495448983620093,-76.39273345163143,2025-04-04 10:02:00-01:00,2025-04-08 09:31:40.252000-01:00,3
329,534227,S70,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-26,1960-01-01 09:51:00,2025-10-28,1960-01-01 22:00:28.600,-6.475915585847604,-76.39923492418258,2025-10-26 09:51:00-01:00,2025-10-28 22:00:28.600000-01:00,2
330,504456,S31,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-29,1960-01-01 18:19:00,2025-05-03,1960-01-01 06:00:46.036,-6.48345218333686,-76.38437441549425,2025-04-29 18:19:00-01:00,2025-05-03 06:00:46.036000-01:00,3
331,491274,S31,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-05,1960-01-01 11:05:00,2025-09-06,1960-01-01 23:25:50.848,-6.501447276547978,-76.35527258597962,2025-09-05 11:05:00-01:00,2025-09-06 23:25:50.848000-01:00,1
332,2231666,S31,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-06,1960-01-01 03:16:00,2025-11-08,1960-01-01 17:32:09.832,-6.488527787556757,-76.35759454046216,2025-11-06 03:16:00-01:00,2025-11-08 17:32:09.832000-01:00,2
333,500493,S31,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-04,1960-01-01 23:00:00,2025-06-08,1960-01-01 01:23:10.402,-6.490527253968865,-76.3453655801874,2025-06-04 23:00:00-01:00,2025-06-08 01:23:10.402000-01:00,3
334,504083,S31,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-21,1960-01-01 12:32:00,2025-04-24,1960-01-01 14:14:50.116,-6.5022162832877255,-76.3544986011521,2025-04-21 12:32:00-01:00,2025-04-24 14:14:50.116000-01:00,3
335,497160,S31,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-23,1960-01-01 02:08:00,2025-04-25,1960-01-01 20:17:04.096,-6.498986447077141,-76.36951390680592,2025-04-23 02:08:00-01:00,2025-04-25 20:17:04.096000-01:00,2
336,505183,S31,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-09,1960-01-01 20:58:00,2025-08-13,1960-01-01 19:27:11.496,-6.493757144479965,-76.34969989522149,2025-08-09 20:58:00-01:00,2025-08-13 19:27:11.496000-01:00,3
337,505668,S31,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-27,1960-01-01 04:32:00,2025-01-28,1960-01-01 13:50:56.756,-6.489143008836602,-76.34722314377345,2025-01-27 04:32:00-01:00,2025-01-28 13:50:56.756000-01:00,1
338,501564,S31,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-02,1960-01-01 08:30:00,2025-09-05,1960-01-01 20:36:31.664,-6.469455555573035,-76.3682755310819,2025-09-02 08:30:00-01:00,2025-09-05 20:36:31.664000-01:00,3
339,506410,S31,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-21,1960-01-01 09:28:00,2025-09-23,1960-01-01 15:40:15.740,-6.4966794085132005,-76.39164987287292,2025-09-21 09:28:00-01:00,2025-09-23 15:40:15.740000-01:00,2
340,2787228,S37,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-27,1960-01-01 01:58:00,2025-03-02,1960-01-01 08:16:22.314,-6.489450619194756,-76.34644915894593,2025-02-27 01:58:00-01:00,2025-03-02 08:16:22.314000-01:00,3
342,2808373,S37,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-22,1960-01-01 09:55:00,2025-04-24,1960-01-01 10:35:25.480,-6.507445497913526,-76.34582997108392,2025-04-22 09:55:00-01:00,2025-04-24 10:35:25.480000-01:00,2
343,2804783,S37,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-14,1960-01-01 10:31:00,2025-10-17,1960-01-01 16:25:31.920,-6.496525605566104,-76.37555098846056,2025-10-14 10:31:00-01:00,2025-10-17 16:25:31.920000-01:00,3
344,2808367,S37,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-22,1960-01-01 19:58:00,2025-04-25,1960-01-01 12:13:38.012,-6.47668463156537,-76.36579877963385,2025-04-22 19:58:00-01:00,2025-04-25 12:13:38.012000-01:00,2
345,2642211,S65,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-28,1960-01-01 15:01:00,2025-07-31,1960-01-01 02:41:01.392,-6.483913604014365,-76.39149507590741,2025-07-28 15:01:00-01:00,2025-07-31 02:41:01.392000-01:00,2
346,2278366,S65,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-15,1960-01-01 17:28:00,2025-02-17,1960-01-01 03:47:46.949,-6.506368899351131,-76.34474639232539,2025-02-15 17:28:00-01:00,2025-02-17 03:47:46.949000-01:00,1
347,2281440,S65,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-18,1960-01-01 01:20:00,2025-01-19,1960-01-01 10:45:28.224,-6.539281010741577,-76.37446740970205,2025-01-18 01:20:00-01:00,2025-01-19 10:45:28.224000-01:00,1
348,2263525,S65,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-08,1960-01-01 11:43:00,2025-08-09,1960-01-01 14:58:06.648,-6.523440404534567,-76.37880172473614,2025-08-08 11:43:00-01:00,2025-08-09 14:58:06.648000-01:00,1
350,2279680,S65,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-25,1960-01-01 18:53:00,2025-06-29,1960-01-01 04:39:38.822,-6.468840310285607,-76.40062809687211,2025-06-25 18:53:00-01:00,2025-06-29 04:39:38.822000-01:00,3
351,2432821,S65,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-06,1960-01-01 03:06:00,2025-12-07,1960-01-01 09:32:15.116,-6.498986447077141,-76.37771814597761,2025-12-06 03:06:00-01:00,2025-12-07 09:32:15.116000-01:00,1
352,2261590,S65,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-08,1960-01-01 18:42:00,2025-08-11,1960-01-01 05:00:30.346,-6.499909259539907,-76.34273403177384,2025-08-08 18:42:00-01:00,2025-08-11 05:00:30.346000-01:00,2
353,2277415,S65,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-19,1960-01-01 15:28:00,2025-11-23,1960-01-01 00:24:29.886,-6.528823191034011,-76.38483880639076,2025-11-19 15:28:00-01:00,2025-11-23 00:24:29.886000-01:00,3
354,1768826,S65,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-24,1960-01-01 10:47:00,2025-07-25,1960-01-01 11:35:50.220,-6.491603886441353,-76.36301243425478,2025-07-24 10:47:00-01:00,2025-07-25 11:35:50.220000-01:00,1
355,2280890,S65,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-17,1960-01-01 19:01:00,2025-01-20,1960-01-01 10:46:49.440,-6.491603886441353,-76.35295063149707,2025-01-17 19:01:00-01:00,2025-01-20 10:46:49.440000-01:00,2
356,2269108,S65,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-16,1960-01-01 15:17:00,2025-07-18,1960-01-01 20:41:13.328,-6.50913729099216,-76.3449011892909,2025-07-16 15:17:00-01:00,2025-07-18 20:41:13.328000-01:00,2
357,1830130,S65,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-29,1960-01-01 12:35:00,2025-11-01,1960-01-01 10:43:03.372,-6.502370084494514,-76.34350801660136,2025-10-29 12:35:00-01:00,2025-11-01 10:43:03.372000-01:00,2
358,1831520,S65,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-01,1960-01-01 20:09:00,2025-04-04,1960-01-01 16:08:41.900,-6.511905667371421,-76.3452107832219,2025-04-01 20:09:00-01:00,2025-04-04 16:08:41.900000-01:00,2
359,1845490,S65,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-20,1960-01-01 03:25:00,2025-05-21,1960-01-01 21:31:15.736,-6.466379321645783,-76.39428142128646,2025-05-20 03:25:00-01:00,2025-05-21 21:31:15.736000-01:00,1
360,2272790,S65,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-10,1960-01-01 08:19:00,2025-11-13,1960-01-01 00:56:40.327,-6.474069871344693,-76.39412662432096,2025-11-10 08:19:00-01:00,2025-11-13 00:56:40.327000-01:00,2
361,1955913,S59,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-16,1960-01-01 05:20:00,2025-12-19,1960-01-01 11:11:23.780,-6.512674658100753,-76.36456040390982,2025-12-16 05:20:00-01:00,2025-12-19 11:11:23.780000-01:00,3
362,271220,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-28,1960-01-01 12:51:00,2025-05-01,1960-01-01 12:52:13.252,-6.499909259539907,-76.36750154625439,2025-04-28 12:51:00-01:00,2025-05-01 12:52:13.252000-01:00,3
363,2897388,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-14,1960-01-01 22:41:00,2025-04-18,1960-01-01 15:04:27.704,-6.480222226771749,-76.37183586128849,2025-04-14 22:41:00-01:00,2025-04-18 15:04:27.704000-01:00,3
364,2897388,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-10,1960-01-01 03:43:00,2025-04-13,1960-01-01 05:05:06.846,-6.480222226771749,-76.37183586128849,2025-04-10 03:43:00-01:00,2025-04-13 05:05:06.846000-01:00,3
365,861601,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-27,1960-01-01 23:14:00,2025-04-30,1960-01-01 16:03:19.552,-6.4748389198743075,-76.38700596390781,2025-04-27 23:14:00-01:00,2025-04-30 16:03:19.552000-01:00,2
367,948147,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-25,1960-01-01 06:03:00,2025-04-26,1960-01-01 11:18:55.088,-6.518518949129139,-76.34350801660136,2025-04-25 06:03:00-01:00,2025-04-26 11:18:55.088000-01:00,1
368,952195,S59,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-11,1960-01-01 12:50:00,2025-10-13,1960-01-01 09:33:34.512,-6.475146538958138,-76.37106187646097,2025-10-11 12:50:00-01:00,2025-10-13 09:33:34.512000-01:00,1
369,951818,S59,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-04,1960-01-01 02:23:00,2025-05-06,1960-01-01 03:09:31.612,-6.476069395084897,-76.38406482156324,2025-05-04 02:23:00-01:00,2025-05-06 03:09:31.612000-01:00,2
371,951215,S59,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-15,1960-01-01 12:46:00,2025-11-19,1960-01-01 12:36:57.412,-6.482836955109957,-76.38251685190822,2025-11-15 12:46:00-01:00,2025-11-19 12:36:57.412000-01:00,3
372,948319,S59,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-27,1960-01-01 13:55:00,2025-10-30,1960-01-01 17:27:05.024,-6.49129627739838,-76.37632497328808,2025-10-27 13:55:00-01:00,2025-10-30 17:27:05.024000-01:00,3
373,1597483,S59,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-13,1960-01-01 09:59:00,2025-05-14,1960-01-01 13:47:13.344,-6.478991761687113,-76.37570578542606,2025-05-13 09:59:00-01:00,2025-05-14 13:47:13.344000-01:00,1
374,951764,S59,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-20,1960-01-01 16:50:00,2025-12-24,1960-01-01 08:30:14.492,-6.4823755334471445,-76.37477700363306,2025-12-20 16:50:00-01:00,2025-12-24 08:30:14.492000-01:00,3
375,948443,S59,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-17,1960-01-01 21:16:00,2025-10-19,1960-01-01 16:20:10.116,-6.508829692674486,-76.373229033978,2025-10-17 21:16:00-01:00,2025-10-19 16:20:10.116000-01:00,1
376,950859,S59,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-27,1960-01-01 03:20:00,2025-12-29,1960-01-01 16:52:20.172,-6.507137898559714,-76.37539619149506,2025-12-27 03:20:00-01:00,2025-12-29 16:52:20.172000-01:00,2
378,949738,S59,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-21,1960-01-01 20:46:00,2025-10-23,1960-01-01 14:58:10.428,-6.485759282500857,-76.38375522763224,2025-10-21 20:46:00-01:00,2025-10-23 14:58:10.428000-01:00,1
379,951681,S59,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-08,1960-01-01 13:29:00,2025-05-11,1960-01-01 00:20:35.947,-6.486989731070265,-76.38375522763224,2025-05-08 13:29:00-01:00,2025-05-11 00:20:35.947000-01:00,2
380,866171,S59,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-20,1960-01-01 09:42:00,2025-02-24,1960-01-01 09:17:41.922,-6.525593526076243,-76.37849213080513,2025-02-20 09:42:00-01:00,2025-02-24 09:17:41.922000-01:00,3
381,267750,S59,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-07,1960-01-01 14:42:00,2025-11-10,1960-01-01 22:37:59.784,-6.479914610781959,-76.39428142128646,2025-11-07 14:42:00-01:00,2025-11-10 22:37:59.784000-01:00,3
382,271288,S59,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-05,1960-01-01 08:22:00,2025-03-07,1960-01-01 09:23:22.136,-6.501754879385033,-76.34613956501492,2025-03-05 08:22:00-01:00,2025-03-07 09:23:22.136000-01:00,2
383,954923,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-15,1960-01-01 15:11:00,2025-04-17,1960-01-01 20:34:26.056,-6.53912722085962,-76.37230025218498,2025-04-15 15:11:00-01:00,2025-04-17 20:34:26.056000-01:00,2
384,864060,S59,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-01,1960-01-01 12:36:00,2025-04-04,1960-01-01 23:15:50.760,-6.505753699136736,-76.36765634321989,2025-04-01 12:36:00-01:00,2025-04-04 23:15:50.760000-01:00,3
385,1032960,S15,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-18,1960-01-01 21:56:00,2025-02-22,1960-01-01 19:46:35.224,-6.538973430930343,-76.37493180059855,2025-02-18 21:56:00-01:00,2025-02-22 19:46:35.224000-01:00,3
386,2329796,S27,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-03,1960-01-01 23:14:00,2025-08-05,1960-01-01 18:54:03.576,-6.481298881258649,-76.3775633490121,2025-08-03 23:14:00-01:00,2025-08-05 18:54:03.576000-01:00,1
388,2260060,S27,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-14,1960-01-01 09:30:00,2025-07-18,1960-01-01 02:57:08.915,-6.500370665136283,-76.3639412160478,2025-07-14 09:30:00-01:00,2025-07-18 02:57:08.915000-01:00,3
389,2607090,S27,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-29,1960-01-01 22:15:00,2025-09-01,1960-01-01 10:01:28.920,-6.487912565525591,-76.37926611563265,2025-08-29 22:15:00-01:00,2025-09-01 10:01:28.920000-01:00,2
390,2256100,S27,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-26,1960-01-01 18:08:00,2025-09-28,1960-01-01 19:48:33.448,-6.532206627214511,-76.38112367921867,2025-09-26 18:08:00-01:00,2025-09-28 19:48:33.448000-01:00,2
392,2862065,S27,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-07,1960-01-01 09:10:00,2025-07-10,1960-01-01 09:24:08.940,-6.489604424303387,-76.38870873052835,2025-07-07 09:10:00-01:00,2025-07-10 09:24:08.940000-01:00,3
393,2522435,S27,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-28,1960-01-01 14:31:00,2025-08-31,1960-01-01 15:35:40.728,-6.478991761687113,-76.35991649494473,2025-08-28 14:31:00-01:00,2025-08-31 15:35:40.728000-01:00,3
394,2250310,S27,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-21,1960-01-01 16:31:00,2025-11-24,1960-01-01 10:39:11.884,-6.496217999530871,-76.38979230928686,2025-11-21 16:31:00-01:00,2025-11-24 10:39:11.884000-01:00,2
395,2149031,S4,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-20,1960-01-01 22:02:00,2025-03-22,1960-01-01 17:46:45.168,-6.497756027826368,-76.34861631646297,2025-03-20 22:02:00-01:00,2025-03-22 17:46:45.168000-01:00,1
